name;year;mileage;engine_power_kW;engine_power_hp;fuel;consumption;ecology;gearbox;price;currency;capacity;other;engine_size;nr_of_accidents;color_exterior;color_interior
Toyota Camry LE Automatic;2019;23165 miles;;;;;;;17948,00;USD;;;;0.0;white ; black 
Honda Civic LX Sedan CVT;2017;31121 miles;;;;;;;14712,00;USD;;;;0.0;white ; beige 
Nissan Rogue SV FWD;2019;35060 miles;;;;;;;16495,00;USD;;;;0.0;black ; black 
Toyota Corolla LE CVT;2020;10350 miles;;;;;;;15995,00;USD;;;;0.0;white ; gray 
Ford Fusion Hybrid SE FWD;2019;32352 miles;;;;;;;14950,00;USD;;;;0.0;silver ; black 
Ford Fusion SEL FWD;2019;39154 miles;;;;;;;13944,00;USD;;;;0.0;silver ; black 
Nissan Rogue SV AWD;2017;43164 miles;;;;;;;13999,00;USD;;;;2.0;blue ; black 
Nissan Rogue Sport S FWD;2019;32504 miles;;;;;;;14393,00;USD;;;;0.0;white ; black 
Toyota Camry Hybrid LE;2018;89961 miles;;;;;;;14998,00;USD;;;;0.0;black ; unknown 
Chevrolet Express Passenger 3500 LT LWB;2019;27768 miles;;;;;;;22790,00;USD;;;;0.0;white ; gray 
Toyota Camry LE Automatic;2019;33714 miles;;;;;;;15999,00;USD;;;;0.0;white ; black 
Toyota Corolla LE CVT;2020;17410 miles;;;;;;;15668,00;USD;;;;0.0;white ; black 
Toyota Corolla LE CVT;2020;17939 miles;;;;;;;14941,00;USD;;;;0.0;black ; black 
Dodge Grand Caravan SXT;2019;45034 miles;;;;;;;15541,00;USD;;;;0.0;black ; black 
Mercedes-Benz SL SL 500 Roadster;2005;19340 miles;;;;;;;22950,00;USD;;;;0.0;black ; black 
Chevrolet Malibu LS;1997;167832 miles;;;;;;;1500,00;USD;;;;0.0;white ; beige 
Nissan Sentra SV CVT;2018;31980 miles;;;;;;;9500,00;USD;;;;1.0;red ; black 
Jeep Grand Cherokee Laredo 4WD;1999;170196 miles;;;;;;;3985,00;USD;;;;0.0;black ; beige 
Dodge Grand Caravan SXT;2019;42607 miles;;;;;;;17014,00;USD;;;;0.0;gray ; black 
Kia Forte LX Sedan Automatic;2017;111504 miles;;;;;;;6599,00;USD;;;;0.0;gray ; gray 
Ford Fusion Hybrid SE FWD;2019;41216 miles;;;;;;;14391,00;USD;;;;0.0;gray ; black 
Dodge Grand Caravan SXT;2019;28796 miles;;;;;;;18197,00;USD;;;;0.0;white ; black 
Honda Accord LX Sedan CVT;2017;21606 miles;;;;;;;14900,00;USD;;;;0.0;white ; beige 
Nissan Sentra SV CVT;2019;37176 miles;;;;;;;11800,00;USD;;;;0.0;black ; black 
Kia Soul Base Automatic;2013;126315 miles;;;;;;;4999,00;USD;;;;0.0;black ; black 
Dodge Grand Caravan SXT;2019;34088 miles;;;;;;;14991,00;USD;;;;0.0;black ; black 
Kia Soul + Automatic;2019;46991 miles;;;;;;;14000,00;USD;;;;0.0;white ; black 
Nissan Sentra SV CVT;2019;26830 miles;;;;;;;13097,00;USD;;;;0.0;white ; black 
Ford Escape SE FWD;2017;36765 miles;;;;;;;13787,00;USD;;;;0.0;white ; black 
Ford F-150 XLT SuperCrew 5.5' Box 4WD;2019;21375 miles;;;;;;;36995,00;USD;;;;0.0;black ; unknown 
Ford Fusion SE FWD;2015;113971 miles;;;;;;;7499,00;USD;;;;1.0;black ; unknown 
Mercedes-Benz Sprinter Passenger Van 2500 Standard Roof SWB;2013;84182 miles;;;;;;;21995,00;USD;;;;0.0;white ; black 
Kia Optima LX;2019;24707 miles;;;;;;;14800,00;USD;;;;0.0;black ; black 
Ford Fusion Hybrid SE FWD;2019;26904 miles;;;;;;;15590,00;USD;;;;0.0;black ; beige 
Ford F-150 XLT SuperCrew 5.5' Box 4WD;2017;32674 miles;;;;;;;31559,00;USD;;;;0.0;gray ; gray 
Bentley Continental Supersports Coupe;2010;34146 miles;;;;;;;69900,00;USD;;;;0.0;blue ; red 
Bentley Flying Spur W12 Sedan;2008;63000 miles;;;;;;;38500,00;USD;;;;0.0;white ; unknown 
Ford Explorer XLT FWD;2017;20825 miles;;;;;;;19149,00;USD;;;;0.0;white ; black 
Chevrolet Cruze LT with 1SD Sedan Automatic;2017;38671 miles;;;;;;;10995,00;USD;;;;0.0;blue ; black 
Ford Fusion SE FWD;2013;98073 miles;;;;;;;5991,00;USD;;;;0.0;gray ; black 
Toyota Corolla LE CVT;2017;37913 miles;;;;;;;9997,00;USD;;;;2.0;silver ; black 
Toyota Corolla LE CVT;2020;10267 miles;;;;;;;14999,00;USD;;;;0.0;white ; unknown 
Hyundai Elantra SE 2.0L Sedan Automatic;2017;79835 miles;;;;;;;6995,00;USD;;;;0.0;black ; gray 
Toyota Corolla LE CVT;2017;76974 miles;;;;;;;11500,00;USD;;;;1.0;black ; unknown 
FIAT 500 Lounge Hatchback;2018;4769 miles;;;;;;;11995,00;USD;;;;1.0;white ; black 
Honda Civic LX Sedan CVT;2017;33607 miles;;;;;;;13995,00;USD;;;;0.0;black ; black 
Ford Escape SE 4WD;2017;61651 miles;;;;;;;12590,00;USD;;;;0.0;black ; black 
Nissan Rogue Sport S FWD;2019;32504 miles;;;;;;;14393,00;USD;;;;0.0;white ; black 
Volvo XC70 3.2L;2008;107389 miles;;;;;;;5995,00;USD;;;;1.0;gray ; unknown 
Hyundai Sonata Sport 2.4L;2017;187322 miles;;;;;;;8000,00;USD;;;;0.0;white ; beige 
Ford F-150 XL SuperCrew 5.5' Box 4WD;2018;86280 miles;;;;;;;28991,00;USD;;;;1.0;white ; unknown 
Chevrolet Volt Hatch;2013;127556 miles;;;;;;;6980,00;USD;;;;0.0;black ; black 
Ford F-150 XLT SuperCrew 5.5' Box 4WD;2017;17563 miles;;;;;;;34000,00;USD;;;;0.0;white ; gray 
Ford Explorer XLT 4WD;2017;32292 miles;;;;;;;25988,00;USD;;;;0.0;red ; black 
Honda CR-V LX AWD;2014;76317 miles;;;;;;;11399,00;USD;;;;2.0;black ; black 
Chevrolet Silverado 1500 LS Extended Cab Standard Box 2WD;2010;167323 miles;;;;;;;6000,00;USD;;;;1.0;white ; gray 
Ford Fusion Hybrid SE FWD;2019;29476 miles;;;;;;;15999,00;USD;;;;0.0;black ; black 
Toyota Camry LE Automatic;2019;12636 miles;;;;;;;18274,00;USD;;;;1.0;gray ; gray 
Nissan Rogue 2017.5 SL FWD;2017;29042 miles;;;;;;;16987,00;USD;;;;0.0;white ; black 
Dodge Grand Caravan SXT;2019;44325 miles;;;;;;;12999,00;USD;;;;0.0;white ; black 
Ford F-150 XL SuperCrew 5.5' Box 4WD;2018;40326 miles;;;;;;;24250,00;USD;;;;0.0;black ; gray 
Ford Fusion Hybrid SE FWD;2019;33478 miles;;;;;;;14857,00;USD;;;;0.0;gray ; gray 
Toyota Corolla LE CVT;2020;11663 miles;;;;;;;17929,00;USD;;;;0.0;silver ; unknown 
Chrysler 300 Limited RWD;2019;18805 miles;;;;;;;21988,00;USD;;;;0.0;black ; black 
Toyota Camry SE Automatic;2019;24071 miles;;;;;;;18902,00;USD;;;;0.0;black ; unknown 
Toyota Camry SE Automatic;2019;38665 miles;;;;;;;18220,00;USD;;;;0.0;silver ; gray 
Toyota Camry SE Automatic;2019;37576 miles;;;;;;;18490,00;USD;;;;0.0;black ; gray 
Porsche Boxster S Manual;2002;33328 miles;;;;;;;16950,00;USD;;;;0.0;silver ; gray 
Volkswagen Passat TDI SEL Premium Sedan DSG;2013;91571 miles;;;;;;;8995,00;USD;;;;0.0;gray ; unknown 
Chrysler 300 Limited AWD;2019;11001 miles;;;;;;;24983,00;USD;;;;0.0;white ; black 
Nissan Rogue SV FWD;2019;35560 miles;;;;;;;15453,00;USD;;;;0.0;white ; black 
Ford F-150 XLT SuperCrew 5.5' Box 4WD;2018;28143 miles;;;;;;;32894,00;USD;;;;0.0;silver ; gray 
Nissan Frontier SV Crew Cab 2WD Automatic;2019;26429 miles;;;;;;;19500,00;USD;;;;0.0;white ; gray 
Chevrolet Malibu LT;2020;15589 miles;;;;;;;18997,00;USD;;;;0.0;white ; black 
Kia Forte EX Sedan Automatic;2011;99404 miles;;;;;;;4978,00;USD;;;;0.0;white ; brown 
Dodge Grand Caravan SXT;2019;37484 miles;;;;;;;16900,00;USD;;;;0.0;white ; black 
Hyundai Genesis 3.8;2014;88878 miles;;;;;;;9991,00;USD;;;;0.0;black ; black 
Honda Civic EX Sedan CVT;2017;26714 miles;;;;;;;16575,00;USD;;;;0.0;red ; black 
Ford F-150 XLT SuperCrew 5.5' Box 4WD;2019;31436 miles;;;;;;;36995,00;USD;;;;0.0;white ; unknown 
Honda CR-V LX AWD;2014;76317 miles;;;;;;;11399,00;USD;;;;2.0;black ; black 
Chevrolet Volt Hatch;2013;49565 miles;;;;;;;10450,00;USD;;;;0.0;white ; black 
Nissan Sentra SV CVT;2019;27697 miles;;;;;;;11999,00;USD;;;;0.0;silver ; black 
Dodge Grand Caravan SXT;2019;30258 miles;;;;;;;16293,00;USD;;;;0.0;white ; black 
Chrysler 300 Limited AWD;2019;21592 miles;;;;;;;19995,00;USD;;;;1.0;black ; black 
Honda Civic LX Sedan CVT;2017;33607 miles;;;;;;;13995,00;USD;;;;0.0;black ; black 
Ford Fusion Hybrid Titanium FWD;2019;31963 miles;;;;;;;17590,00;USD;;;;0.0;black ; black 
Dodge Grand Caravan SXT;2019;38988 miles;;;;;;;18273,00;USD;;;;0.0;gray ; black 
Nissan Rogue SV FWD;2019;39566 miles;;;;;;;14664,00;USD;;;;0.0;gray ; black 
Nissan Altima 2.5 SV;2015;96070 miles;;;;;;;8488,00;USD;;;;3.0;white ; beige 
Hyundai Elantra Sport 1.6T Sedan Manual;2017;29319 miles;;;;;;;13599,00;USD;;;;0.0;blue ; black 
Nissan Altima S FWD;2019;19576 miles;;;;;;;16495,00;USD;;;;0.0;black ; black 
Toyota Corolla LE CVT;2020;30515 miles;;;;;;;16988,00;USD;;;;0.0;silver ; black 
Lexus SC SC 430 Convertible;2006;127050 miles;;;;;;;10980,00;USD;;;;0.0;black ; unknown 
Volvo XC70 3.2L;2008;107389 miles;;;;;;;5995,00;USD;;;;1.0;gray ; unknown 
Ford Fusion Hybrid SE FWD;2019;17612 miles;;;;;;;17295,00;USD;;;;0.0;black ; black 
Dodge Grand Caravan SXT;2019;22745 miles;;;;;;;17491,00;USD;;;;1.0;silver ; black 
Toyota Corolla LE CVT;2019;26770 miles;;;;;;;13393,00;USD;;;;0.0;black ; unknown 
Hyundai Elantra SE 2.0L Sedan Automatic (alt);2017;48742 miles;;;;;;;8995,00;USD;;;;1.0;white ; beige 
INFINITI JX35 AWD;2013;168586 miles;;;;;;;7804,00;USD;;;;0.0;gray ; gray 
Ford Escape SE 4WD;2017;128249 miles;;;;;;;9999,00;USD;;;;0.0;gray ; black 
Nissan Sentra SV CVT;2019;24632 miles;;;;;;;14100,00;USD;;;;0.0;silver ; black 
Hyundai Elantra SE 2.0L Sedan Automatic (alt);2017;122442 miles;;;;;;;7499,00;USD;;;;1.0;gray ; gray 
Mercedes-Benz Sprinter Passenger Van 2500 Standard Roof SWB;2013;84182 miles;;;;;;;21995,00;USD;;;;0.0;white ; black 
Chevrolet Express Passenger 3500 LT LWB;2019;34100 miles;;;;;;;20700,00;USD;;;;0.0;white ; gray 
Ford Fusion SE AWD;2019;25802 miles;;;;;;;16900,00;USD;;;;0.0;black ; black 
Nissan Altima 2.5 S Sedan CVT;2011;147450 miles;;;;;;;4299,00;USD;;;;1.0;black ; black 
Dodge Grand Caravan SXT;2019;43670 miles;;;;;;;17472,00;USD;;;;0.0;white ; black 
Nissan Rogue S FWD;2013;85857 miles;;;;;;;6900,00;USD;;;;1.0;white ; black 
Hyundai Elantra SE 2.0L Sedan Automatic (alt);2017;21095 miles;;;;;;;9700,00;USD;;;;1.0;blue ; gray 
Honda Civic EX-T Sedan CVT;2017;22890 miles;;;;;;;16987,00;USD;;;;0.0;white ; gray 
Kia Optima EX;2015;90485 miles;;;;;;;8944,00;USD;;;;0.0;black ; gray 
Ford Fusion Hybrid SE FWD;2019;34034 miles;;;;;;;15545,00;USD;;;;0.0;white ; unknown 
Dodge Grand Caravan SXT;2019;44273 miles;;;;;;;16495,00;USD;;;;0.0;silver ; black 
GMC Terrain SLT FWD;2019;46445 miles;;;;;;;15995,00;USD;;;;0.0;black ; black 
Nissan Rogue SV FWD;2019;29189 miles;;;;;;;15100,00;USD;;;;0.0;gray ; black 
Dodge Grand Caravan SXT;2019;34451 miles;;;;;;;16400,00;USD;;;;0.0;white ; black 
Audi A6 Prestige 3.0;2019;9596 miles;;;;;;;56988,00;USD;;;;0.0;black ; brown 
Nissan Maxima Platinum 3.5L;2019;8512 miles;;;;;;;33900,00;USD;;;;0.0;red ; beige 
Toyota Sienna LE 8-Passenger FWD;2017;23714 miles;;;;;;;22595,00;USD;;;;1.0;gray ; gray 
Maserati GranTurismo MC Centennial Edition Convertible;2017;3955 miles;;;;;;;109995,00;USD;;;;0.0;black ; unknown 
Aston Martin Vanquish S Volante;2018;6441 miles;;;;;;;189995,00;USD;;;;0.0;red ; black 
Ferrari Portofino Convertible;2019;90 miles;;;;;;;244995,00;USD;;;;0.0;red ; unknown 
Cadillac ATS Premium Luxury Sedan 3.6 RWD;2018;17097 miles;;;;;;;26000,00;USD;;;;0.0;silver ; gray 
GMC Terrain SLE-1 AWD;2013;93788 miles;;;;;;;10900,00;USD;;;;0.0;blue ; black 
Mercedes-Benz E-Class E 300 Luxury 4MATIC Sedan;2017;21604 miles;;;;;;;32992,00;USD;;;;0.0;blue ; beige 
Mercedes-Benz GLE GLE 350 4MATIC SUV;2017;33433 miles;;;;;;;35492,00;USD;;;;0.0;gray ; black 
Lexus GX GX 460;2014;63500 miles;;;;;;;25991,00;USD;;;;1.0;black ; unknown 
Mercedes-Benz GLE GLE 350 4MATIC SUV;2017;36990 miles;;;;;;;35991,00;USD;;;;1.0;white ; beige 
Honda Civic LX Sedan CVT;2017;34408 miles;;;;;;;15990,00;USD;;;;0.0;blue ; unknown 
Honda Accord Sport Special Edition Sedan CVT;2017;21998 miles;;;;;;;20999,00;USD;;;;0.0;blue ; unknown 
Lexus RX RX 350 AWD;2012;93334 miles;;;;;;;15900,00;USD;;;;0.0;gray ; black 
GMC Acadia SLT with SLT-1 FWD;2016;37706 miles;;;;;;;19750,00;USD;;;;1.0;white ; gray 
Audi S3 Premium Plus;2017;44598 miles;;;;;;;29997,00;USD;;;;0.0;black ; black 
Audi A5 Sport Coupe Tiptronic;2017;27010 miles;;;;;;;25695,00;USD;;;;0.0;gray ; black 
Chevrolet Blazer 3LT AWD;2019;20673 miles;;;;;;;34000,00;USD;;;;0.0;white ; black 
Chevrolet Suburban LS 4WD;2019;44864 miles;;;;;;;41000,00;USD;;;;0.0;black ; black 
Chevrolet Trax LT AWD;2018;5950 miles;;;;;;;18552,00;USD;;;;0.0;gray ; black 
Chevrolet Equinox LT with 1LT AWD;2018;31029 miles;;;;;;;20745,00;USD;;;;0.0;gray ; black 
Chevrolet Silverado 1500 LT Double Cab Standard Box 4WD;2017;22099 miles;;;;;;;32888,00;USD;;;;0.0;silver ; black 
Lincoln MKZ Hybrid Select FWD;2017;40757 miles;;;;;;;20445,00;USD;;;;0.0;silver ; black 
Nissan Sentra SR CVT;2017;34199 miles;;;;;;;12934,00;USD;;;;0.0;red ; black 
Nissan Armada SL RWD;2019;37387 miles;;;;;;;34994,00;USD;;;;0.0;gray ; black 
Mercedes-Benz GLC GLC 300 SUV RWD;2017;33084 miles;;;;;;;28866,00;USD;;;;0.0;unknown ; beige 
Jeep Patriot High Altitude FWD;2017;35495 miles;;;;;;;16230,00;USD;;;;0.0;gray ; gray 
Kia Optima LX;2019;37174 miles;;;;;;;16850,00;USD;;;;0.0;silver ; black 
Toyota Corolla SE CVT;2017;109325 miles;;;;;;;10000,00;USD;;;;0.0;silver ; gray 
Nissan Altima SL FWD;2019;32028 miles;;;;;;;18946,00;USD;;;;0.0;gray ; black 
Dodge Grand Caravan SXT;2019;38261 miles;;;;;;;17950,00;USD;;;;0.0;white ; black 
Jeep Patriot Sport FWD w/ Air Conditioning;2010;165943 miles;;;;;;;3500,00;USD;;;;2.0;black ; gray 
Ford Fusion Sport FWD;2010;121921 miles;;;;;;;5000,00;USD;;;;0.0;gray ; unknown 
Chevrolet Malibu LT;2020;5644 miles;;;;;;;19988,00;USD;;;;0.0;gray ; gray 
Toyota Camry SE I4 Automatic;2017;167993 miles;;;;;;;9998,00;USD;;;;0.0;gray ; black 
Ford Fiesta SE Sedan;2019;25648 miles;;;;;;;8588,00;USD;;;;0.0;red ; black 
Ford Fusion SEL FWD;2019;18215 miles;;;;;;;17999,00;USD;;;;0.0;silver ; black 
Toyota Corolla LE CVT;2020;20154 miles;;;;;;;16990,00;USD;;;;0.0;silver ; black 
Ford Escape SE FWD;2017;30595 miles;;;;;;;13944,00;USD;;;;0.0;blue ; black 
Dodge Grand Caravan SXT;2019;40212 miles;;;;;;;16200,00;USD;;;;1.0;black ; black 
Chrysler 300 S RWD;2019;39955 miles;;;;;;;16734,00;USD;;;;0.0;gray ; black 
Ford Fusion Titanium AWD;2019;35765 miles;;;;;;;17504,00;USD;;;;0.0;black ; black 
Nissan Sentra SV CVT;2019;14096 miles;;;;;;;13997,00;USD;;;;0.0;black ; black 
Nissan Versa SV Sedan CVT;2019;15952 miles;;;;;;;10994,00;USD;;;;1.0;black ; black 
Ford Fusion Hybrid SE FWD;2019;32712 miles;;;;;;;14453,00;USD;;;;0.0;blue ; black 
Nissan Sentra SV CVT;2017;28465 miles;;;;;;;10995,00;USD;;;;0.0;black ; black 
Nissan Sentra S CVT;2019;39702 miles;;;;;;;10991,00;USD;;;;1.0;white ; black 
Chrysler Aspen Limited 4WD;2007;202000 miles;;;;;;;4995,00;USD;;;;1.0;black ; black 
Nissan Rogue SV FWD;2019;33111 miles;;;;;;;17295,00;USD;;;;0.0;white ; black 
Nissan Altima 2.5 S;2015;75500 miles;;;;;;;7879,00;USD;;;;1.0;silver ; gray 
Honda Accord SE Sedan I4 Automatic;2012;80314 miles;;;;;;;8995,00;USD;;;;0.0;black ; black 
Kia Soul + Automatic;2019;15474 miles;;;;;;;13993,00;USD;;;;0.0;white ; black 
Ford Fusion Titanium AWD;2019;35039 miles;;;;;;;18880,00;USD;;;;0.0;black ; black 
Dodge Challenger R/T RWD;2019;22070 miles;;;;;;;24679,00;USD;;;;1.0;black ; black 
Chevrolet Malibu LT;2020;12071 miles;;;;;;;19889,00;USD;;;;0.0;white ; black 
Ford Fusion Hybrid SE FWD;2019;69630 miles;;;;;;;14444,00;USD;;;;0.0;white ; black 
Ford Fiesta SE Sedan;2019;18192 miles;;;;;;;10495,00;USD;;;;0.0;silver ; unknown 
Honda Accord LX Sedan CVT;2017;25751 miles;;;;;;;15254,00;USD;;;;0.0;gray ; black 
Dodge Journey GT AWD;2019;35244 miles;;;;;;;18397,00;USD;;;;0.0;black ; black 
Chevrolet Equinox LT with 1LT FWD;2019;15023 miles;;;;;;;15700,00;USD;;;;1.0;white ; gray 
Toyota Camry XLE I4 Automatic;2017;30637 miles;;;;;;;16198,00;USD;;;;0.0;black ; black 
Ford Escape SE FWD;2017;58508 miles;;;;;;;13918,00;USD;;;;0.0;red ; black 
HUMMER H2 SUV;2006;214563 miles;;;;;;;12900,00;USD;;;;0.0;white ; beige 
Chevrolet Equinox LT with 1LT AWD;2017;72143 miles;;;;;;;13688,00;USD;;;;0.0;white ; gray 
Hyundai Santa Fe SE 3.3L AWD;2017;114348 miles;;;;;;;10525,00;USD;;;;0.0;white ; gray 
Nissan Sentra SV CVT;2019;22420 miles;;;;;;;12995,00;USD;;;;0.0;gray ; black 
Ford Escape SE 4WD;2017;67253 miles;;;;;;;12995,00;USD;;;;1.0;white ; black 
Ford F-150 XL SuperCrew 5.5' Box 4WD;2013;88659 miles;;;;;;;16499,00;USD;;;;0.0;white ; unknown 
Ford Focus SE Hatchback;2014;74772 miles;;;;;;;5990,00;USD;;;;0.0;black ; gray 
Ford Fusion SE FWD;2017;31104 miles;;;;;;;13985,00;USD;;;;0.0;black ; black 
Dodge Grand Caravan SXT;2019;41264 miles;;;;;;;17014,00;USD;;;;0.0;white ; black 
Hyundai Elantra GT Hatchback Automatic;2017;56289 miles;;;;;;;9250,00;USD;;;;0.0;silver ; black 
Ford Escape SE FWD;2017;17590 miles;;;;;;;15850,00;USD;;;;0.0;white ; black 
Ford Escape SE 4WD;2017;24023 miles;;;;;;;14999,00;USD;;;;1.0;white ; black 
Toyota Camry LE Automatic;2019;29454 miles;;;;;;;16075,00;USD;;;;0.0;black ; unknown 
Ford Fusion SE FWD;2016;92714 miles;;;;;;;8995,00;USD;;;;0.0;white ; black 
Jeep Grand Cherokee Limited 4WD;2017;27802 miles;;;;;;;27175,00;USD;;;;0.0;white ; beige 
Dodge Grand Caravan SXT;2019;34200 miles;;;;;;;16597,00;USD;;;;0.0;silver ; black 
Ford F-150 XLT SuperCrew 5.5' Box 4WD;2017;137897 miles;;;;;;;22920,00;USD;;;;0.0;silver ; gray 
BMW 3 Series 330i RWD;2020;20894 miles;;;;;;;29996,00;USD;;;;0.0;gray ; beige 
Hyundai Accent SE Sedan Automatic;2017;41505 miles;;;;;;;7985,00;USD;;;;1.0;gray ; gray 
Honda Civic LX Sedan CVT;2017;54150 miles;;;;;;;12999,00;USD;;;;2.0;gray ; gray 
Jeep Compass Sport FWD;2014;111118 miles;;;;;;;6500,00;USD;;;;0.0;white ; gray 
Nissan Sentra SV CVT;2019;38195 miles;;;;;;;11445,00;USD;;;;0.0;white ; black 
Lexus ES ES 350;2017;16659 miles;;;;;;;25588,00;USD;;;;0.0;white ; beige 
Honda Civic LX Sedan CVT;2017;36115 miles;;;;;;;13495,00;USD;;;;0.0;black ; black 
Hyundai Elantra SEL 2.0L Automatic;2019;28394 miles;;;;;;;11848,00;USD;;;;0.0;silver ; gray 
Pontiac Grand Prix 4dr Sedan;2007;190534 miles;;;;;;;3488,00;USD;;;;0.0;silver ; unknown 
Chevrolet Corvette Coupe;1999;86946 miles;;;;;;;12990,00;USD;;;;0.0;red ; black 
Kia Forte EX Sedan Automatic;2011;99404 miles;;;;;;;4978,00;USD;;;;0.0;white ; brown 
Toyota Corolla LE CVT;2017;71564 miles;;;;;;;11972,00;USD;;;;1.0;black ; unknown 
Ford Edge SEL AWD;2017;49617 miles;;;;;;;15993,00;USD;;;;1.0;black ; unknown 
Toyota Camry SE I4 Automatic;2017;33324 miles;;;;;;;17311,00;USD;;;;0.0;silver ; unknown 
Chrysler 300 S AWD;2017;45931 miles;;;;;;;16699,00;USD;;;;2.0;gray ; black 
Honda CR-V EX-L AWD;2016;44746 miles;;;;;;;15995,00;USD;;;;1.0;white ; black 
Chevrolet Express Passenger 3500 LT LWB;2019;27768 miles;;;;;;;22790,00;USD;;;;0.0;white ; gray 
Ford Fusion SE FWD;2017;74930 miles;;;;;;;11999,00;USD;;;;1.0;white ; unknown 
Kia Forte LX Sedan Automatic;2017;112000 miles;;;;;;;6999,00;USD;;;;0.0;black ; gray 
Chevrolet Malibu Limited LT;2016;40680 miles;;;;;;;10990,00;USD;;;;0.0;white ; black 
Ford Escape SE FWD;2017;33619 miles;;;;;;;14999,00;USD;;;;0.0;gray ; black 
Ford EcoSport Titanium 4WD;2019;27632 miles;;;;;;;13798,00;USD;;;;0.0;white ; gray 
Dodge Grand Caravan SXT;2019;38899 miles;;;;;;;14445,00;USD;;;;0.0;red ; black 
Ford Escape Titanium 4WD;2017;27875 miles;;;;;;;17888,00;USD;;;;0.0;gray ; black 
Ford Escape SE 4WD;2017;42960 miles;;;;;;;16990,00;USD;;;;0.0;black ; black 
Honda Civic EX-T Coupe CVT;2017;89743 miles;;;;;;;12800,00;USD;;;;2.0;black ; unknown 
Toyota Corolla LE CVT;2017;30603 miles;;;;;;;13900,00;USD;;;;0.0;silver ; black 
Ford Focus SE Hatchback;2014;101433 miles;;;;;;;6500,00;USD;;;;1.0;black ; unknown 
Nissan Altima SR FWD;2019;6212 miles;;;;;;;17950,00;USD;;;;1.0;black ; black 
Chevrolet Equinox LT with 1LT FWD;2017;110141 miles;;;;;;;10560,00;USD;;;;1.0;silver ; black 
Ford Fusion SE AWD;2016;121904 miles;;;;;;;8601,00;USD;;;;0.0;gray ; black 
Chrysler 300 Limited AWD;2019;11001 miles;;;;;;;24983,00;USD;;;;0.0;white ; black 
Ford Escape SE FWD;2014;112722 miles;;;;;;;7924,00;USD;;;;1.0;white ; gray 
Nissan Sentra S CVT;2018;34627 miles;;;;;;;10295,00;USD;;;;0.0;black ; black 
Chevrolet Malibu LT with 1LT;2019;19376 miles;;;;;;;17000,00;USD;;;;0.0;black ; black 
Toyota Camry LE Automatic;2019;23165 miles;;;;;;;17948,00;USD;;;;0.0;white ; black 
Ford Fusion Sport FWD;2010;121921 miles;;;;;;;5000,00;USD;;;;0.0;gray ; unknown 
Ford Escape SE 4WD;2017;50057 miles;;;;;;;14999,00;USD;;;;0.0;gray ; black 
Hyundai Elantra SEL 2.0L Automatic;2019;29083 miles;;;;;;;12995,00;USD;;;;0.0;gray ; gray 
Dodge Grand Caravan SXT;2019;34072 miles;;;;;;;14999,00;USD;;;;0.0;white ; black 
Hyundai Elantra SEL 2.0L Automatic;2019;35605 miles;;;;;;;10995,00;USD;;;;1.0;blue ; gray 
Nissan Sentra SV CVT;2017;86527 miles;;;;;;;7985,00;USD;;;;0.0;white ; black 
Dodge Journey GT AWD;2019;27529 miles;;;;;;;18995,00;USD;;;;0.0;gray ; black 
Honda CR-V LX AWD;2014;76317 miles;;;;;;;11399,00;USD;;;;2.0;black ; black 
Nissan Rogue 2017.5 SL FWD;2017;29042 miles;;;;;;;16987,00;USD;;;;0.0;white ; black 
Nissan Altima SR FWD;2019;6212 miles;;;;;;;17950,00;USD;;;;1.0;black ; black 
Nissan Rogue SV FWD;2019;23200 miles;;;;;;;14998,00;USD;;;;0.0;gray ; black 
Chevrolet Malibu LT;2020;14815 miles;;;;;;;19000,00;USD;;;;1.0;silver ; black 
Kia Soul + Automatic;2019;33205 miles;;;;;;;14391,00;USD;;;;0.0;gray ; black 
Dodge Grand Caravan SXT;2019;34833 miles;;;;;;;16499,00;USD;;;;0.0;red ; black 
Dodge Grand Caravan SXT;2019;39603 miles;;;;;;;16490,00;USD;;;;0.0;red ; black 
Kia Soul + Automatic;2019;22524 miles;;;;;;;14987,00;USD;;;;0.0;white ; black 
Nissan Altima SL FWD;2019;15132 miles;;;;;;;19900,00;USD;;;;0.0;black ; black 
Hyundai Elantra Limited 2.0L Sedan Automatic (PZEV);2017;66830 miles;;;;;;;11846,00;USD;;;;0.0;red ; beige 
Mitsubishi Outlander Sport SE 2.0 FWD CVT;2019;27833 miles;;;;;;;13798,00;USD;;;;0.0;gray ; black 
Ford Fusion Hybrid SE FWD;2019;17612 miles;;;;;;;17295,00;USD;;;;0.0;black ; black 
Toyota 4Runner SR5 4WD;2019;25907 miles;;;;;;;30898,00;USD;;;;0.0;white ; black 
Nissan Rogue SV FWD;2019;42089 miles;;;;;;;15170,00;USD;;;;0.0;gray ; black 
Dodge Grand Caravan SXT;2019;44948 miles;;;;;;;16777,00;USD;;;;0.0;white ; black 
"Ram 2500 Big Horn Crew Cab 6'4"" Box 4WD";2019;11702 miles;;;;;;;36990,00;USD;;;;0.0;white ; black 
Nissan Sentra S CVT;2018;51679 miles;;;;;;;9795,00;USD;;;;0.0;silver ; black 
Chevrolet Malibu LS;1997;167832 miles;;;;;;;1500,00;USD;;;;0.0;white ; beige 
Hyundai Elantra SEL 2.0L Automatic;2019;34256 miles;;;;;;;12990,00;USD;;;;0.0;silver ; black 
